6	header
postResults v2.0.3	--cr f,p,texture --time RVE_1_40_D_tensionX.spectralOut
addCauchy v2.0.3	RVE_1_40_D_tensionX.txt
addStrainTensors v2.0.3	--left --logarithmic RVE_1_40_D_tensionX.txt
addMises v2.0.3	-s Cauchy RVE_1_40_D_tensionX.txt
addMises v2.0.3	-e ln(V) RVE_1_40_D_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	texture	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
60	557.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.979657390890563	3.7079714299004254e-20	-5.85008387218866e-19	5.330208930481861e-20	1.0557500000000017	-2.511554332562671e-19	-3.2255014631443755e-20	-2.303929616531697e-22	0.9677998913396745	-7573.619071699153	317931.07416406804	-1346181.410314263	342618.6072979495	197266372.43932378	1183447.4653597467	-1329888.928462246	1084865.8889272572	-6449.620394418149	1599.565890624997	-7412.36503260235	335330.60234166315	-1301572.2466844858	335323.7283538834	208062240.11213493	1144230.9071566784	-1301573.540635836	1144237.7343907193	-6235.895728990344	-0.020552369574320363	0.0	0.0	0.0	0.054251414831917553	0.0	0.0	0.0	-0.03272993689852501	208091525.3470278	0.0543847504285396
64	635.0	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9768750329925046	7.302101631689872e-20	4.1814967287334695e-18	1.6863409540296414e-19	1.0635000000000208	4.091236897874051e-19	1.5764299587939234e-19	-1.8851565274091709e-19	0.9635145289600521	-7295.910064717385	324351.27949938265	-1374697.6075480992	353104.4347657937	202400739.12770742	1239857.723422645	-1355898.5597983554	1123297.8754426374	-6195.088350648136	1599.565890624997	-7120.060924981253	344602.4316047258	-1323215.7835365494	344593.76090334327	215037803.9810831	1193425.5940829772	-1323218.113740905	1193431.947891212	-5963.085002091418	-0.023396544032879427	0.0	0.0	0.0	0.06156535565817456	0.0	0.0	0.0	-0.03716771188484133	215067320.4494112	0.061745693668237775
68	712.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9741110815511005	-5.892367756915595e-19	8.320845098011564e-19	1.8518173106052415e-19	1.0712500000000078	-2.4420027631977258e-18	-7.188260403578895e-20	2.0828878986162147e-19	0.9592861643049732	-6950.562204019963	329876.8402748609	-1397872.0311106045	362763.75185499975	206902491.3927189	1291060.545914844	-1376600.1468188565	1156125.3791070455	-5850.3333805206885	1599.565890624997	-6763.646772612812	353016.6272615976	-1339578.278177095	353008.2614088257	221416027.9412788	1237221.022116684	-1339580.4349214537	1237223.8126321346	-5606.364060674019	-0.026229935075396452	0.0	0.0	0.0	0.06882619092985978	0.0	0.0	0.0	-0.04156584996111417	221445582.06715575	0.06905273358268156
72	790.0	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9713654697236809	-2.6281060661048627e-19	2.8306079268708428e-18	-2.866495018780113e-19	1.078999999999999	-5.876429984980058e-18	9.75781955236954e-20	-2.354209492280712e-19	0.9551137959711421	-6490.563821092197	334150.4376797016	-1416455.0904236543	371168.04502789263	210858997.6938385	1334407.4603140505	-1392758.2877159202	1181197.9663885513	-5373.7449507667625	1599.565890624997	-6298.046484851881	360167.27918214106	-1351446.0205307684	360158.78831369354	227276408.8469022	1273164.016423995	-1351447.529056347	1273165.6456408284	-5127.113650238588	-0.02905249662047832	0.0	0.0	0.0	0.07603468627599654	0.0	0.0	0.0	-0.04592478751520242	227305727.919076	0.07630655055116609
76	867.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9686380831940166	6.353966831851299e-19	-5.832668874793112e-19	-5.307169634316544e-19	1.0867499999999843	2.685839831789716e-18	-4.174178364069192e-19	-3.9250829149406474e-19	0.9509964397464836	-5877.26322730304	336938.38869174785	-1430315.3136898915	378012.5425134563	214342491.35093018	1368933.5866056664	-1404266.5718285984	1197930.2559260877	-4751.776248140056	1599.565890624997	-5686.782288486232	365771.6687753282	-1358753.2619864906	365761.23077230563	232684708.48721442	1300442.6076127389	-1358754.5699654939	1300442.3464118992	-4514.033664880462	-0.03186423201387241	0.0	0.0	0.0	0.0831915908867502	0.0	0.0	0.0	-0.05024496013830344	232713473.19938314	0.08350782624558867
80	945.0	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9659288556983471	-1.4509335573287262e-19	5.445886526022487e-18	1.4886095828225976e-19	1.0945000000000003	-6.841044657840411e-18	-1.2793585635328952e-20	-5.098460716113084e-19	0.9469330482750893	-5140.525465055452	340505.65487882396	-1440873.298765058	385816.3813603727	217413274.5983674	1396661.661582741	-1412539.7242020569	1208354.716105621	-3994.5884498370056	1599.565890624997	-4959.894914259282	372271.6076337205	-1362902.8111718232	372259.3576776662	237695874.05075195	1321083.6139849972	-1362905.1430413257	1321082.7670879974	-3778.4278690038122	-0.03466509582718801	0.0	0.0	0.0	0.09029763798078061	0.0	0.0	0.0	-0.05452688705447977	237723851.71258947	0.0906572527505004
84	1022.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9632377653947958	-4.165504746689308e-19	-6.564776391763949e-18	3.577867169202165e-20	1.1022499999999733	1.6942285248344735e-18	2.646537503037116e-19	2.936019483090746e-19	0.9429225217096092	-4337.9126477074415	345030.2647065012	-1449844.9394008059	394809.10255875054	220121769.05175266	1420606.3193422658	-1419268.9140871952	1215259.8487971306	-3172.148571983592	1599.565890624997	-4173.733218863444	379881.09472202545	-1365551.073549817	379866.53957404854	242355837.01812303	1338012.3844631375	-1365553.042280968	1338010.8615268334	-2987.7201142088593	-0.0374549969374876	0.0	0.0	0.0	0.09735354525588574	0.0	0.0	0.0	-0.058771161219762294	242382931.13496605	0.0977555294032786
88	1100.0	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.960564853750378	6.094300411541021e-19	-3.74435996531447e-18	-3.4488471106763897e-19	1.1099999999999688	-1.451855129175339e-18	-2.6834003769016236e-19	3.463483840004944e-19	0.9389636996865822	-3449.954554390342	348640.0138081533	-1457160.4975064688	402863.0246690652	222510902.86706457	1442834.4381835458	-1424391.5710113277	1220514.0891806383	-2245.911441775589	1599.565890624997	-3310.103646344318	386546.4910184428	-1366651.2988012838	386532.15452863515	246703778.4249822	1353215.0797891158	-1366650.9684965704	1353216.5549733962	-2106.410236997003	-0.040233778230072	0.0	0.0	0.0	0.10436001532421466	0.0	0.0	0.0	-0.06297845900187582	246729883.87116313	0.10480336151056582
92	1177.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9579099820818852	-5.732176885930862e-19	-6.51223324397987e-18	7.589415207398532e-21	1.1177499999999954	-1.3127519904454488e-18	2.484991379336776e-19	-8.61723886691479e-19	0.9350556058907215	-2505.423679227374	351489.7465407423	-1462594.4619297208	410131.845039949	224617389.80731797	1464503.457325597	-1427696.5288571855	1225136.2230149005	-1242.626133950819	1599.565890624997	-2397.1712525821745	392419.44873789645	-1366012.1027607634	392411.18252759695	250773267.64897776	1367795.0377319793	-1366009.7111572083	1367798.8789030253	-1160.5693733750797	-0.043001469850129016	0.0	0.0	0.0	0.11131773613194881	0.0	0.0	0.0	-0.06714927992093371	250798318.35598597	0.11180142106528228
96	1255.0	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9552728639385415	-1.9114484300919442e-19	3.566510151445379e-18	-1.3525422101756668e-19	1.1254999999999833	4.2175464509686124e-20	2.082752373344654e-19	-2.518872697226948e-19	0.9311974171354879	-1497.2166036168687	354263.84718565334	-1466269.0896673729	417388.5283610795	226472575.80003935	1485751.8651504887	-1429310.5318132997	1229262.9851448345	-165.57545819175616	1599.565890624997	-1428.5563388877426	398251.6931113815	-1363768.7635049068	398247.6727340818	254592974.90323737	1381889.5851313656	-1363764.344803775	1381896.767062792	-154.0008170915991	-0.045758257910378894	0.0	0.0	0.0	0.11822738136463523	0.0	0.0	0.0	-0.07128397570351866	254616908.41768974	0.11875035121829079
100	1332.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9526531812454998	-5.6085778382675145e-19	-4.662340392230791e-19	-5.28277508543562e-19	1.133249999999987	1.6721866946678432e-17	1.502704211064909e-19	-5.2041704279304214e-21	0.927388353545763	-448.1168147088094	356279.49148420605	-1468388.415086146	423815.1507842275	228103815.9237258	1508440.4210085634	-1429440.2656381002	1234434.6969564424	958.4632652279696	1599.565890624997	-426.3869212911093	403268.559706945	-1360129.9368639442	403263.6835036881	258188022.352942	1397229.066581156	-1360124.4452990033	1397242.0927741546	887.7995542783192	-0.048504364706214824	0.0	0.0	0.0	0.1250896108388107	0.0	0.0	0.0	-0.0753828652815876	258210825.23216227	0.12565078221496884
104	1410.0	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9500508173572426	-1.0950441942103595e-19	-2.5493116732194786e-18	4.096115807650236e-19	1.1409999999999711	-7.316196259932184e-19	4.868067754459915e-19	1.6197980456933436e-19	0.9236274509085733	574.4388756690508	357838.65174933494	-1469330.4270842548	429755.7356750227	229534235.58652258	1536605.840691138	-1428458.43068108	1243882.1911742236	2096.2668017241695	1599.565890624997	545.0813803983427	407796.581587835	-1355460.892044208	407792.4728945462	261579558.75356236	1417522.6246942186	-1355455.0818490821	1417540.8469126532	1933.811222208337	-0.05123980386320191	0.0	0.0	0.0	0.13190507087991368	0.0	0.0	0.0	-0.07944648030145203	261601330.29080024	0.13250336677243177
108	1487.5	nan	nan	1	1	6.000000000000838e-05	6.000000000000867e-05	5.999999999999513e-05	0.9474659839350396	-7.54387871615414e-19	-4.5533780738959975e-18	-3.8451230047198415e-19	1.1487499999999775	-5.75028306221137e-18	5.019856058607885e-19	-1.053410830786916e-18	0.9199135069082868	10563.360075202901	359289.52349336573	-1468842.969322154	435636.8165725083	230786337.94877747	1570022.8583048473	-1426127.2275655596	1257240.0785815932	6135.614034527071	1599.565890624997	9996.076335092952	412224.62484352174	-1349541.4175131286	412241.8285312527	264788715.9495807	1442503.329476079	-1349539.9691774664	1442472.674105419	5637.270582634376	-0.0539642435301235	0.0	0.0	0.0	0.1386743946877396	0.0	0.0	0.0	-0.08347562758878911	264803966.24593002	0.13930876906350712
