6	header
postResults v2.0.3	--cr f,p,texture --time RVE_1_40_D_tensionX.spectralOut
addCauchy v2.0.3	RVE_1_40_D_tensionX.txt
addStrainTensors v2.0.3	--left --logarithmic RVE_1_40_D_tensionX.txt
addMises v2.0.3	-s Cauchy RVE_1_40_D_tensionX.txt
addMises v2.0.3	-e ln(V) RVE_1_40_D_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	texture	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
60	557.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9792520439456904	7.701223556436099e-20	-2.1777488124451184e-18	1.8637604751615271e-19	1.0557499999999789	1.7108981332364382e-18	1.34332649170954e-19	-2.1083327683517338e-19	0.9681815868286171	16099.230639361962	262287.6000175135	-1351587.0096682268	282785.6982033307	193077549.22299492	1053513.4689749002	-1336304.9418673893	966126.7451623039	12717.8857114185	1599.565890624997	15750.241354366728	276647.31129206624	-1307339.647741015	276655.6426228132	203648151.34164378	1019024.2415530063	-1307337.3398344275	1019020.2144465086	12301.535977367575	-0.020966219182116903	0.0	0.0	0.0	0.05425141483189589	0.0	0.0	0.0	-0.03233561959932267	203654926.98865384	0.05433286352374748
64	635.0	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9764226699112569	1.168634416667813e-19	-4.289578132803118e-18	-6.205024558406103e-20	1.063500000000003	2.9317910946180526e-18	-1.2902005852577502e-20	1.5132074196108624e-19	0.9639438637738739	15463.23857686777	266829.67834035464	-1396016.5675414184	290635.6244873805	198632515.73152527	1108913.146196542	-1378172.898604016	1005101.7477503142	12157.844349266887	1599.565890624997	15083.815763235321	283494.4333596664	-1344358.892223262	283504.27319659776	211038040.61213157	1067879.3385798165	-1344356.5517720804	1067875.0288183063	11707.960020838616	-0.023859722880284456	0.0	0.0	0.0	0.061565355658158065	0.0	0.0	0.0	-0.03672221866689077	211046167.42144647	0.061686186294216516
68	712.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9736139659015123	4.994106257011355e-20	-2.7590167021689093e-18	-1.8267451353665142e-19	1.0712500000000087	4.087225349835855e-18	3.6971294081755704e-20	1.4516111836865298e-19	0.9597609431912119	14934.233939066737	270107.69474875054	-1435978.740940749	297206.29819599696	203595957.60968238	1160795.0626170482	-1415544.4231544556	1039982.5680712989	11678.047011786506	1599.565890624997	14525.431496598192	289059.3946345388	-1376798.4884470284	289070.7178163614	217880961.56030092	1112955.8133715224	-1376795.999902929	1112951.3797701732	11196.765673082078	-0.02674039281277854	0.0	0.0	0.0	0.06882619092986082	0.0	0.0	0.0	-0.041071043039417277	217890253.5498219	0.06898589469071907
72	790.0	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9708258507262917	-4.3231206375143884e-19	5.4124897109781436e-18	4.0040941482605284e-20	1.078999999999975	2.523019770536705e-18	-6.006480035569695e-20	6.244326887158702e-20	0.9556317480795232	14454.27891313457	272210.5528581075	-1471741.6296370726	302554.40228788275	208033510.59247658	1209402.7929555492	-1448705.0130092246	1071120.5333111635	11229.293799311603	1599.565890624997	14017.94709363272	293408.7465688102	-1404975.6511492988	293421.18203926797	224233965.0184869	1154537.8905627048	-1404972.9044726063	1154533.2456922184	10719.873685658495	-0.02960817721238778	0.0	0.0	0.0	0.07603468627597514	0.0	0.0	0.0	-0.04538264089323989	224244293.4875771	0.07623270754349708
76	867.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9680578021469446	-1.8829881230641998e-19	3.844072683865246e-18	2.017158141909281e-19	1.0867499999999934	7.617224993122785e-18	-1.9434323941802667e-19	3.547780558915692e-19	0.9515551935993302	-28254.35861784061	273453.9088386937	-1503439.517959382	306987.79049699265	211975626.12656265	1255260.0977575446	-1477809.0248058657	1099108.046054476	-18737.100366933108	1599.565890624997	-27322.587174916254	296858.07176435937	-1429075.0042238764	296863.9557860206	230118033.05431494	1193171.263676595	-1429073.8803973657	1193177.6605354412	-17810.30860646936	-0.032463480526588345	0.0	0.0	0.0	0.08319159088675837	0.0	0.0	0.0	-0.049657586992558136	230163762.8812532	0.08342746270996235
80	945.0	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9653106277849195	-2.0224436275001478e-19	1.3404113431182696e-17	-1.418000916339479e-19	1.0945000000000056	-1.0248421035419231e-18	3.336090084737897e-19	-2.364373887647764e-19	0.9475302285247319	-27715.787486126846	274109.5859383769	-1531524.5624314887	310801.8997488345	215525303.96835858	1297923.0536561494	-1503311.758116621	1123642.9791351154	-18306.07544155887	1599.565890624997	-26725.04116642141	299684.34864455403	-1449576.4099670772	299691.7756548409	235634080.85515678	1228474.3494713306	-1449573.4116067302	1228480.2560200724	-17326.561891395362	-0.035305335362297866	0.0	0.0	0.0	0.09029763798078588	0.0	0.0	0.0	-0.05389643907827865	235679658.39536428	0.09057062058467255
84	1022.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9625838717982598	3.341782146143446e-19	4.578084330901511e-18	-3.948257736377525e-19	1.102249999999988	-8.103923348351528e-18	-1.6501557065229378e-19	1.6527306866825909e-19	0.9435557001209829	-27161.81799901312	274475.42858773423	-1556265.6752320663	314309.9448306371	218698091.0167845	1337636.4997074048	-1525496.7688748857	1145057.762055848	-17850.727848813956	1599.565890624997	-26116.272098459744	302202.0099783249	-1466780.239745947	302211.1422271894	240790234.02478945	1260722.2641732977	-1466775.4825065532	1260727.6323969772	-16824.309171901918	-0.03813407708596662	0.0	0.0	0.0	0.09735354525589944	0.0	0.0	0.0	-0.0580998802817443	240835573.74392644	0.09766302224883319
88	1100.0	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9598774011277847	8.940602164858592e-20	9.248895052604844e-18	-3.6084958805748803e-19	1.110000000000014	6.95564482747213e-18	-2.1597307275911248e-19	7.5833165701783e-20	0.9396306045746254	-26681.31266740812	274511.90990197874	-1577760.8402222176	317455.5452239195	221531683.26368278	1374514.7380000122	-1544474.6928999522	1163549.5679079264	-17475.83934561553	1599.565890624997	-25581.562054556587	304360.4872699439	-1480820.5305097227	304370.65938021854	245619547.39210153	1290062.2145191133	-1480814.5195335483	1290066.1161755899	-16402.094050725867	-0.04094970983406619	0.0	0.0	0.0	0.10436001532425546	0.0	0.0	0.0	-0.06226845480932996	245664657.09387487	0.10470535608921985
92	1177.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9571910136373417	-6.01732205729455e-20	2.434711503587761e-18	3.1008182133085424e-20	1.117749999999987	5.3466345933950166e-18	2.287666583944414e-19	4.955955893067021e-19	0.935754019723435	-26275.082852646385	274054.3567816067	-1595986.040591	320035.44752224477	224059227.82417005	1409011.9685794448	-1560235.7988615471	1179593.2739336116	-17187.934599464123	1599.565890624997	-25121.045737157106	305968.2739818102	-1491714.795278179	305979.0585553992	250151159.83611178	1316956.3810693915	-1491708.1359461115	1316958.1475168252	-16064.987844630485	-0.043752311168605514	0.0	0.0	0.0	0.11131773613194146	0.0	0.0	0.0	-0.06640263648314379	250196054.2959344	0.11169829169000356
96	1255.0	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9545247708921312	2.0464316005663896e-19	4.1877308912252607e-19	1.7797178661349555e-19	1.1254999999999897	-6.534215443027014e-19	4.119968255444917e-20	-2.282516623625108e-19	0.9319251582184569	12519.624470876814	272993.32980869233	-1611018.2158410023	321911.79673107073	226331639.80222705	1441600.2018693085	-1572870.1484176428	1193649.7614072065	8969.05580441491	1599.565890624997	11936.163714329752	306890.74853033514	-1499573.470075347	306909.5176372331	254435104.34368134	1341875.2165070705	-1499568.5882246175	1341864.539393774	8348.607112989532	-0.04654168445885604	0.0	0.0	0.0	0.11822738136464075	0.0	0.0	0.0	-0.07050276986166293	254449389.51452878	0.11864236515954801
100	1332.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9518773113938591	-4.340874448088839e-19	1.6565253942862901e-18	-1.1329912702473521e-20	1.133250000000005	-2.0594420266362156e-19	-1.2067170179763664e-19	3.822354759097646e-19	0.9281431194638707	-27392.44686619112	271287.51220478094	-1622915.5825739359	322992.8204841986	228309823.78539693	1473154.4683991713	-1582441.8258186083	1206528.4550967743	-16922.501607114184	1599.565890624997	-26042.948413681734	307067.517692705	-1504489.7290144262	307080.4664858761	258421518.50218937	1365656.8405382782	-1504482.2771313363	1365657.0282988925	-15687.64890207931	-0.04931912708209722	0.0	0.0	0.0	0.12508961083882636	0.0	0.0	0.0	-0.07456933452696138	258466891.88247374	0.12553855123140167
104	1410.0	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.9492494976871609	-2.9896874906287783e-19	5.8842904507305786e-18	-4.716279450311944e-20	1.1409999999999814	1.0590378400621159e-17	4.410534437671032e-19	8.073104901598627e-19	0.9244071331683431	-27664.422105471098	269289.27058144065	-1632062.9250782738	323700.35542753764	230081565.33333904	1503703.0423583388	-1589344.7742029622	1218255.4167630803	-17398.99826726949	1599.565890624997	-26228.45264440043	306884.8053362856	-1506852.9712113505	306898.13114251476	262203303.66796264	1388340.7081798268	-1506847.0972167377	1388336.3255282256	-16064.167522143034	-0.05208360903848657	0.0	0.0	0.0	0.13190507087992265	0.0	0.0	0.0	-0.07860268407301696	262249001.96851474	0.13238715158716435
108	1487.5	nan	nan	1	1	0.001500000000000045	0.001500000000000028	0.0014999999999998368	0.946640719428251	3.4366498362359278e-19	-3.2211104443458092e-18	1.233822072288504e-19	1.1487500000000082	-5.994093025749048e-18	2.5782327661705297e-19	1.2617402782300059e-19	0.9207163687280778	-27332.80957762919	267342.8060391207	-1638901.516895025	324436.13792449964	231646463.257927	1533450.0900126896	-1594014.8282013459	1229043.8401297235	-17274.68900977769	1599.565890624997	-25842.402541604963	306730.8487365366	-1507100.2824878988	306745.24151921546	265775306.74800938	1410129.3091836502	-1507096.1779714527	1410120.8325098425	-15885.450356925949	-0.05483564592529445	0.0	0.0	0.0	0.13867439468776704	0.0	0.0	0.0	-0.08260325027780847	265820740.4955821	0.13918889788984826
